	#SentenceID	Sentence	TF	TG	TF Id	TG Id	TF offset	Gene offset	Mutated Genes	Mutation offsets	Valid score	Valid	MoR scores	MoR	PMID	PMID+Sent+TRI_Id	Mutated_TF	TF Symbol	TF TaxID	TG Symbol	TG TaxID	TF_type	Error
1030580	PMID:23773821:pubtator_title_and_abstract:c5fff62a6a2b337a05194a79f961d211:9:GR:p53:1162:1351	Practically, [TF]-mediated delivery of amiR-Hsp90 plasmid in tumor-bearing mice, depleted Hsp90, critically down-regulated levels of Akt, VEGFR2 and other Hsp90-client proteins but up-regulated wild-type [TG] in tumor.	GR	p53	14815	22059	1162	1351			0.9682630639388132	Valid	0.005245473276771726;0.9902136798571497;0.004540846866078496	ACTIVATION	23773821	23773821|9|14815|22060	False	Nr3c1	10090	Trp53	10090	dbTF	p53-ps_to_p53
885878	PMID:9751770:pubtator_title_and_abstract:a2becbdd742548913effd5c1ae90d14e:8:Rb:p53:876:838	Despite a defect in G1/S phase arrest, levels of [TG] and p21 are increased normally in [TF]-/- cells in response to gamma-irradiation.	Rb	p53	19645	22059	876	838			0.9681358455099568	Valid	0.025510137555939946;0.029383228368902767;0.9451066340751574	REPRESSION	9751770	9751770|8|19645|22060	False	Rb1	10090	Trp53	10090	coTF	p53-ps_to_p53
606622	PMID:20032585:pubtator_title_and_abstract:f7002207670f96c7bcce645d468693cb:6:clusterin:p53:839:938	Moreover, VSMCs from either clusterin-KO or rat VSMCs treated with [TF]-short-interfering (si) RNA subjected to static stretch exhibited significantly increased [TG] and p21, and increased G1 cell cycle arrest as indicated by flow cytometry compared with VSMCs from wild-type mice.	clusterin	p53	24854	24842	839	938			0.9680812524636864	Valid	0.007266139350991489;0.006385151276810018;0.9863487093721984	REPRESSION	20032585	20032585|6|24854|301300	False	Clu	10116	Tp53	10116	ll_coTF	p53-ps_to_p53
562437	PMID:34713381:pubtator_title_and_abstract:9af165e1e93e29774124ad4675d1219c:8:Sirt6:p53:1330:1437	[TF] was recruited by p53 to the promoter regions of the target genes Fas and FasL and further suppressed [TG] transcription activity by reducing histone acetylation.	Sirt6	p53	50721	22059	1330	1437			0.9678513603664952	Valid	0.0016367953639028412;0.0030419315467443216;0.9953212730893529	REPRESSION	34713381	34713381|8|50721|22060	False	Sirt6	10090	Trp53	10090	coTF	p53-ps_to_p53
482168	PMID:22986406:pubtator_title_and_abstract:9caaa5266ef24b65c183f03c153af595:4:ataxia-telangiectasia mutated (:p53:442:585	The [TF]ATM) kinase is a critical regulator of the response to DNA damage, acting through downstream effectors, such as [TG] and checkpoint kinases (CHK) to mediate cell-cycle checkpoints in the presence of DNA damage.	ataxia-telangiectasia mutated (	p53	11920	22059	442	585			0.9678432770166588	Valid	0.9815838406800541;0.01712163931882327;0.001294520001122678	UNDEFINED	22986406	22986406|4|11920|22060	False	Atm	10090	Trp53	10090	coTF	p53-ps_to_p53
149195	PMID:35166234:pubtator_title_and_abstract:c36d909b7f469ce20cd98752bd3bfa9e:6:GSK3beta:p53:957:928	Mechanistically, key mediators of senescence signaling, such as p16INK4A and [TG], contain high numbers of [TF] consensus motifs, physically interact with GSK3beta, and act as its putative substrates.	GSK3beta	p53	56637	22059	957	928			0.967740694125928	Valid	0.7972834614882274;0.19926904882902402;0.0034474896827486525	UNDEFINED	35166234	35166234|6|56637|22060	False	Gsk3b	10090	Trp53	10090	ll_coTF	p53-ps_to_p53
39113	PMID:25826083:pubtator_title_and_abstract:996535cd49bc5a444ff8a9baf69dcac1:11:AKT:p53:1249:1276	Inhibition of [TF] restored autophagy and [TG] accumulation in hepatocytes, indicating that AKT acts upstream of p53.	AKT	p53	11651	22059	1249	1276			0.9677357515385484	Valid	0.017442853861510278;0.02369082003713612;0.9588663261013537	REPRESSION	25826083	25826083|11|11651|22060	False	Akt1	10090	Trp53	10090	ll_coTF	p53-ps_to_p53
991623	PMID:19166840:pubtator_title_and_abstract:6116ab38f312790949304a2162109773:5:MDM2:p53:629:667	Depletion of FKBP25 by siRNA leads to increased levels of [TF] and a corresponding reduction in [TG] and p21 levels.	MDM2	p53	17246	22059	629	667			0.967578054343358	Valid	0.014008650182407375;0.17459565236115115;0.8113956974564415	REPRESSION	19166840	19166840|5|17246|22060	False	Mdm2	10090	Trp53	10090	coTF	p53-ps_to_p53
195892	PMID:25504419:pubtator_title_and_abstract:2e5f6d92fb832869d593dab742610dac:2:Mdm2:p53:271:285	In this work we investigate, by means of a computational stochastic model, how tumor cells with wild-type p53 gene respond to the drug Nutlin, an agent that interferes with the [TF]-mediated [TG] regulation.	Mdm2	p53	17246	22059	271	285			0.9675437551159964	Valid	0.8711498432517755;0.1272745166658227;0.0015756400824018721	UNDEFINED	25504419	25504419|2|17246|22060	False	Mdm2	10090	Trp53	10090	coTF	p53-ps_to_p53
910781	PMID:10763826:pubtator_title_and_abstract:b8ce6732732f68f366de26bf3eb82202:2:mdm2:p53:152:53	The [TG] tumor suppressor gene product is negatively regulated by the product of its downstream target, [TF].	mdm2	p53	17246	22059	152	53			0.9675069062646752	Valid	0.002086092545031308;0.004030208324843956;0.9938836991301246	REPRESSION	10763826	10763826|2|17246|22060	False	Mdm2	10090	Trp53	10090	coTF	p53-ps_to_p53
237876	PMID:32895169:pubtator_title_and_abstract:93eb341edf09eb743cd0b8df8021dfbd:10:EED:p53:1604:1659	CONCLUSIONS: STA plays an important role in inhibiting the apoptosis of PC12 cells induced by Abeta25-35 possibly by regulating RPS8 and [TF] expression to promote the expressions of Bcl-2 and [TG].	EED	p53	293104	24842	1604	1659			0.967494109464538	Valid	0.21069963702735228;0.17991199574492306;0.6093883672277247	REPRESSION	32895169	32895169|10|293104|301300	False	Eed	10116	Tp53	10116	coTF	p53-ps_to_p53
596859	PMID:10331631:pubtator_title_and_abstract:ac4bdb7a4b202a7946973478a41df277:8:PARP:p53:954:1153	[TF]-deficient knockout mice from transgenic mice were found to exhibit several phenotypic features compatible with altered DNA damage signaling, such as downregulation and lack of responsiveness of [TG] protein to genotoxins, and morphological changes compatible with MARCKS-related cytoskeletal dysfunction.	PARP	p53	11545	22059	954	1153			0.9672875994678036	Valid	0.10519005656754703;0.7722886786321931;0.12252126480025989	ACTIVATION	10331631	10331631|8|11545|22060	False	Parp1	10090	Trp53	10090	coTF	p53-ps_to_p53
290972	PMID:11936868:pubtator_title_and_abstract:84d085a3d3f1c171c7ca0148be547d57:11:TGF-beta1:p53:1448:1468	Bax aggregation on organelles was completely abolished by prolactin or IGF-I. [TF] increased [TG] MP, evidently after 4 hr of cell culture exposure to this cytokine.	TGF-beta1	p53	21803	22059	1448	1468			0.9672779718122312	Valid	0.0020884519188444526;0.9966524215233454;0.001259126557810153	ACTIVATION	11936868	11936868|11|21803|22060	False	Tgfb1	10090	Trp53	10090	ll_coTF	p53-ps_to_p53
581240	PMID:32706867:pubtator_title_and_abstract:b3af97abac0022f80ed588b04276bf73:0:MDMX:p53:0:31	[TF] phosphorylation-dependent [TG] downregulation contributes to an immunosuppressive tumor microenvironment.	MDMX	p53	17248	22059	0	31			0.9671238635262096	Valid	0.0014772254807563735;0.01956545397936221;0.9789573205398814	REPRESSION	32706867	32706867|0|17248|22060	False	Mdm4	10090	Trp53	10090	coTF	p53-ps_to_p53
265164	PMID:25117711:pubtator_title_and_abstract:05c00ed98e9d6747d70c113bf9bcc15a:5:Mdm2:p53:898:925	These findings reveal a potentially dispensable nature for [TF] E3 ligase function in [TG] regulation, providing insight that may affect how this pathway is targeted therapeutically.	Mdm2	p53	17246	22059	898	925			0.9671159560530534	Valid	0.9965561773098964;0.0024368067518932427;0.0010070159382104134	UNDEFINED	25117711	25117711|5|17246|22060	False	Mdm2	10090	Trp53	10090	coTF	p53-ps_to_p53
575468	PMID:27509966:pubtator_title_and_abstract:95c1a5ce404e6ae4395d27b4f865c23e:3:MDM2:P53:184:260	The murine double minute2([TF]) cell cycle regulator is a protooncogene that negatively regulates the [TG] tumour suppressor gene.	MDM2	P53	17246	22059	184	260			0.9670100596063786	Valid	0.0011932147155628234;0.005748965736298984;0.9930578195481381	REPRESSION	27509966	27509966|3|17246|22060	False	Mdm2	10090	Trp53	10090	coTF	p53-ps_to_p53
959075	PMID:12668979:pubtator_title_and_abstract:8cd8a26f1c551122ee531f26b414468f:3:Mdm2:p53:291:237	Recent data show that cyclin G1 can regulate the levels of [TG] by a mechanism that involves dephosphorylation of [TF] by protein phosphatase 2A.	Mdm2	p53	17246	22059	291	237			0.9669742929976668	Valid	0.9717575874787124;0.007691866657510924;0.02055054586377668	UNDEFINED	12668979	12668979|3|17246|22060	False	Mdm2	10090	Trp53	10090	coTF	p53-ps_to_p53
295012	PMID:24698234:pubtator_title_and_abstract:0aeca67d9ab895fbc4a817c16cd81c63:8:NF-kappaB:p53:1335:1371	The apoptotic machinery was unaffected by intracellular calcium, transcription factor [TF] and its downstream target [TG].	NF-kappaB	p53	Complex:NFKB	22059	1335	1371			0.9668421962321812	Valid	0.9952017189419922;0.0038035249364057454;0.0009947561216021384	UNDEFINED	24698234	24698234|8|18033|22060	False	NFKB	10090	Trp53	10090	dbTF	p53-ps_to_p53
1045122	PMID:18480108:pubtator_title_and_abstract:b2fe9154e59ad6bbe0c9c184192e36b6:2:MDM2:p53:115:193	Murine double minute clone 2 ([TF]), p14 alternate reading frame (p14arf), and nucleophosmin (NPM) regulate [TG] activity.	MDM2	p53	17246	22059	115	193			0.9668252735976384	Valid	0.9950596159557645;0.0025794543865075036;0.0023609296577279454	UNDEFINED	18480108	18480108|2|17246|22060	False	Mdm2	10090	Trp53	10090	coTF	p53-ps_to_p53
456944	PMID:21350561:pubtator_title_and_abstract:60bf5902c88332bd5d251a83767dddce:7:hausp:p53:892:833	Detailed analysis also showed an increase of both [TG] levels and p53-dependent transcriptional activation in [TF] knockout brains.	hausp	p53	252870	22059	892	833			0.9667159801646128	Valid	0.005325155489074125;0.01130086626431364;0.9833739782466122	REPRESSION	21350561	21350561|7|252870|22060	False	Usp7	10090	Trp53	10090	coTF	p53-ps_to_p53
167769	PMID:31557161:pubtator_title_and_abstract:f504fa8c6293bfdfa44dfad40bb6272a:5:Mdm2:p53:687:779	We found that inducing ER stress promotes the expression and distribution of murine double minute-2 ([TF]) in the nucleus, leading to ubiquitination and down-regulation of the tumor suppressor [TG].	Mdm2	p53	17246	22059	687	779			0.966713122448762	Valid	0.011056498869482132;0.051410371498696435;0.9375331296318214	REPRESSION	31557161	31557161|5|17246|22060	False	Mdm2	10090	Trp53	10090	coTF	p53-ps_to_p53
735955	PMID:16244358:pubtator_title_and_abstract:e5e13a72b6ed766362fe8b3b8295c38a:9:p38 MAPK:p53:1273:1202	Activation of both ERKs and p38 MAPK by BPDE and attenuation of BPDE-induced [TG] accumulation by U0126 or SB202190, specific inhibitor of MEK1/2 or [TF], indicate the role of ERKs and p38 MAPK in p53 accumulation.	p38 MAPK	p53	26416	22059	1273	1202			0.9667125201884872	Valid	0.0331632491230437;0.15077302672603685;0.8160637241509194	REPRESSION	16244358	16244358|9|26416|22060	False	Mapk14	10090	Trp53	10090	ll_coTF	p53-ps_to_p53
233262	PMID:36685041:pubtator_title_and_abstract:fe653be72dff122ca15e2dc433918ca8:5:p53:p53:456:514	EC-specific [TF] knockout exaggerated PH, and clonal expansion reduced [TG] and TLR3 expression in rat lung CD117+ ECs.	p53	p53	7157	24842	456	514			0.9666390653915728	Valid	0.002265006335290008;0.9796434006022879;0.018091593062422192	ACTIVATION	36685041	36685041|5|7157|301300	False	TP53	9606	Tp53	10116	dbTF	p53-ps_to_p53
526942	PMID:19151705:pubtator_title_and_abstract:126606897ea99991a8a3b48490ae2bac:6:CHD8:p53:681:712	Depletion of [TF] or histone H1 resulted in [TG] activation and apoptosis.	CHD8	p53	67772	22059	681	712			0.9666250771463302	Valid	0.0018764366613216606;0.00223929616440712;0.9958842671742713	REPRESSION	19151705	19151705|6|67772|22060	False	Chd8	10090	Trp53	10090	coTF	p53-ps_to_p53
305766	PMID:18636078:pubtator_title_and_abstract:739267c88a7a04ed83c849ac70e9365c:11:C/EBPbeta:p53:1603:1623	These results indicate that [TF] represses [TG] to promote cell survival downstream of DNA damage and suggest that inhibition of C/EBPbeta may be a target for cancer cotherapy to increase the efficacy of alkylating chemotherapeutic agents.	C/EBPbeta	p53	12608	22059	1603	1623			0.9665739746764174	Valid	0.0011954721584132005;0.0026892529757245954;0.9961152748658622	REPRESSION	18636078	18636078|11|12608|22060	False	Cebpb	10090	Trp53	10090	dbTF	p53-ps_to_p53
1106575	PMID:11035041:pubtator_title_and_abstract:77b34505f875f9b47358b054f4d30fb6:7:Egr-1:p53:1052:1076	Together, these results indicate that [TF] may transregulate [TG], and both EGR-1 and p53 functions are essential to mediate radiation-induced apoptosis.	Egr-1	p53	13653	22059	1052	1076			0.9665148383679492	Valid	0.002102600289921527;0.004276718186689633;0.9936206815233888	REPRESSION	11035041	11035041|7|13653|22060	False	Egr1	10090	Trp53	10090	dbTF	p53-ps_to_p53
1039430	PMID:24210700:pubtator_title_and_abstract:164df7d536dea0043e3f9f28bb909db5:7:Brca2:p53:803:853	Additionally, hybridoma cell lines that are siRNA depleted for mouse [TF] show a corresponding reduction in Rad51 and [TG] proteins.	Brca2	p53	675	22059	803	853			0.9665123266681144	Valid	0.003442274614325371;0.9884645992522388;0.008093126133435833	ACTIVATION	24210700	24210700|7|675|22060	False	BRCA2	9606	Trp53	10090	coTF	p53-ps_to_p53
851728	PMID:21314128:pubtator_title_and_abstract:4b6199a2b40d92dc315d0bb7b376da73:8:MDM2:p53:1127:1091	Compound 74a activates [TG], MDM2, and p21 transcription in [TF] amplified cells and shows moderate selectivity for wild-type p53 cell lines in growth inhibition assays.	MDM2	p53	17246	22059	1127	1091			0.9663774702974316	Valid	0.00458312289430292;0.9934266905145418;0.00199018659115528	ACTIVATION	21314128	21314128|8|17246|22060	False	Mdm2	10090	Trp53	10090	coTF	p53-ps_to_p53
1097309	PMID:18509362:pubtator_title_and_abstract:bdb13aefd1a2030c282679d4d8e9570c:9:VDR:p53:1145:1061	[TG] protein levels were upregulated at similar rates in UV-treated keratinocytes of [TF](-/-) and VDR(+/+) mice.	VDR	p53	22337	22059	1145	1061			0.96622721350694	Valid	0.011738210378705583;0.017747544243161575;0.9705142453781328	REPRESSION	18509362	18509362|9|22337|22060	False	Vdr	10090	Trp53	10090	dbTF	p53-ps_to_p53
281404	PMID:20569441:pubtator_title_and_abstract:6e29853cf065353297aeb4eed07191ee:0:p19Arf:p53:41:25	Activation of endogenous [TG] by combined [TF] gene transfer and nutlin-3 drug treatment modalities in the murine cell lines B16 and C6.	p19Arf	p53	12578	22059	41	25			0.966161359047354	Valid	0.002588284651087229;0.9963280886418692;0.0010836267070436071	ACTIVATION	20569441	20569441|0|12578|22060	False	Cdkn2a	10090	Trp53	10090	coTF	p53-ps_to_p53
240185	PMID:28741501:pubtator_title_and_abstract:df3c097da86cc0312baaf05d1f8b036b:3:MDM2:p53:241:287	Its loss-of-function phenotype is similar to mouse double minute homolog ([TF]), the prototypical negative regulator of [TG].	MDM2	p53	17246	22059	241	287			0.9660586884858172	Valid	0.001889665032692274;0.004394836459485726;0.993715498507822	REPRESSION	28741501	28741501|3|17246|22060	False	Mdm2	10090	Trp53	10090	coTF	p53-ps_to_p53
807191	PMID:22850444:pubtator_title_and_abstract:4cd989d1195051998e90c6f23bbee112:10:NF-kappaB:p53:1268:1290	Furthermore upregulation of the expression of [TF] target gene [TG] and p53 downstream gene Bax, but downregulation of Bcl-2 and activation of caspase-3 were found.	NF-kappaB	p53	Complex:NFKB	22059	1268	1290			0.965956415179994	Valid	0.09333270342459694;0.9011797980956264;0.005487498479776566	ACTIVATION	22850444	22850444|10|18033|22060	False	NFKB	10090	Trp53	10090	dbTF	p53-ps_to_p53
599952	PMID:19966853:pubtator_title_and_abstract:692b51e66c1363b14902c8e053477eb0:7:Mdm2:p53:1179:1227	Using colonic epithelial cells that undergo PUMA-dependent and radiation-induced apoptosis, we found that a PI3K inhibitor, dominant-negative PI3K or [TF] antagonist restored the induction of PUMA, [TG] and apoptosis in the presence of growth factors.	Mdm2	p53	17246	22059	1179	1227			0.9659286731249616	Valid	0.013583171439097432;0.8425158594411295;0.14390096911977307	ACTIVATION	19966853	19966853|7|17246|22060	False	Mdm2	10090	Trp53	10090	coTF	p53-ps_to_p53
860753	PMID:29655866:pubtator_title_and_abstract:2a4a94addc09a8aeb5847e1f30da5ceb:9:Nrf2:p53:1382:1347	Immunoblotting and immunocytochemistry data demonstrated that aberrant renal glucose fluxes are associated with p53 mediated modulation in glucose transporter levels where expression of [TG] is indirectly targeted through [TF] responsive MDM2 protein.	Nrf2	p53	83619	24842	1382	1347			0.9659013175957394	Valid	0.9941351212281637;0.004763374670568879;0.0011015041012673221	UNDEFINED	29655866	29655866|9|83619|301300	False	Nfe2l2	10116	Tp53	10116	dbTF	p53-ps_to_p53
1115999	PMID:14570892:pubtator_title_and_abstract:cb222f79ff91d19e4f9b620a3eafb17b:7:PrPc:p53:1056:1184	[TF] knock-out neurons also displayed drastically diminished caspase-3-like activity and immunoreactivity together with reduced [TG] expression and transcriptional activity, a phenotype complemented in part by PrPc transfection.	PrPc	p53	19122	22059	1056	1184			0.9657938455947744	Valid	0.0018240676058331605;0.9943835092306499;0.003792423163517035	ACTIVATION	14570892	14570892|7|19122|22060	False	Prnp	10090	Trp53	10090	coTF	p53-ps_to_p53
713170	PMID:22556265:pubtator_title_and_abstract:ac6b4fbd61022294f116f99f31a0c1ec:2:MDM2:p53:223:115	The tumor suppressor protein, [TG], is either mutated or absent in >50% of cancers and is negatively regulated by the mouse double minute ([TF]) protein.	MDM2	p53	17246	22059	223	115			0.9656076602232828	Valid	0.0011803373980249806;0.005056857770146141;0.9937628048318289	REPRESSION	22556265	22556265|2|17246|22060	False	Mdm2	10090	Trp53	10090	coTF	p53-ps_to_p53
878318	PMID:12397073:pubtator_title_and_abstract:4236452acb91ca88f0a2efe5469e2185:8:alpha-synuclein:p53:872:969	Thus, 6-hydroxydopamine fully abolishes the [TF]-mediated reduction of caspase 3 activity and reverses the associated decrease of [TG] expression.	alpha-synuclein	p53	20617	22059	872	969			0.9655499841955404	Valid	0.014968528582754255;0.6678798617929484;0.3171516096242973	ACTIVATION	12397073	12397073|8|20617|22060	False	Snca	10090	Trp53	10090	coTF	p53-ps_to_p53
802324	PMID:11953423:pubtator_title_and_abstract:7d713437dd42f9a8cf2f65c8ee770366:2:MDMX:p53:76:166	[TF], an MDM2-related protein, has emerged as yet another essential negative regulator of [TG] tumor suppressor, since loss of MDMX expression results in p53-dependent embryonic lethality in mice.	MDMX	p53	17248	22059	76	166			0.9655405693712116	Valid	0.0012475804640060548;0.004686668823904358;0.9940657507120896	REPRESSION	11953423	11953423|2|17248|22060	False	Mdm4	10090	Trp53	10090	coTF	p53-ps_to_p53
836154	PMID:34365141:pubtator_title_and_abstract:ec67b0f0a3b54e2ce4b4e0c88c415ff9:7:TGF-beta:p53:913:1062	Wild-type DAXX, but not a DAXX T578A mutant, stimulated MPK38-dependent ASK1/[TF]/p53 signaling by increasing the stability of MPK38 and complex formation between MPK38 and its downstream targets, such as ASK1, Smad3, and [TG].	TGF-beta	p53	21803	22059	913	1062	1616	867	0.9654197972963816	Valid	0.7764960291111577;0.2211793952435192;0.0023245756453230833	UNDEFINED	34365141	34365141|7|21803|22060	False	Tgfb1	10090	Trp53	10090	ll_coTF	p53-ps_to_p53
623990	PMID:18039860:pubtator_title_and_abstract:4f2587f586d352d098802bc1c60b806e:2:MdmX:p53:117:217	Mdm2 and [TF] are structurally related p53-binding proteins that function as critical negative regulators of [TG] activity in embryonic and adult tissue.	MdmX	p53	17248	22059	117	217			0.9652792690091564	Valid	0.0012782265284959986;0.003336348642722114;0.9953854248287819	REPRESSION	18039860	18039860|2|17248|22060	False	Mdm4	10090	Trp53	10090	coTF	p53-ps_to_p53
11472	PMID:26445960:pubtator_title_and_abstract:f85514b851e2f117a4ec4a32ddad1ca8:19:MDM2:P53:1989:2012	[TF], the inhibitor of [TG], decreased in model group.	MDM2	P53	314856	24842	1989	2012			0.9652779625147088	Valid	0.005838303483257599;0.012129049971336688;0.9820326465454057	REPRESSION	26445960	26445960|19|314856|301300	False	Mdm2	10116	Tp53	10116	coTF	p53-ps_to_p53
420640	PMID:21723221:pubtator_title_and_abstract:866b2bb17ed4c4015492a7d0a7cf720e:10:Notch1:p53:1264:1336	Inhibition of [TF] signaling significantly reduced protein levels of active Notch1, [TG], p21WAF1/Cip1, Bax-1, active caspase-3, as well as apoptosis, compared with controls.	Notch1	p53	18128	22059	1264	1336			0.9652722725184084	Valid	0.0029442519240335577;0.9937839389889437;0.0032718090870228235	ACTIVATION	21723221	21723221|10|18128|22060	False	Notch1	10090	Trp53	10090	dbTF	p53-ps_to_p53
330568	PMID:22038824:pubtator_title_and_abstract:f60429c75e8889ab37f3a7ce46a6c368:9:SIRT1:p53:1061:1126	In the [TF] KO intestine, the abundance of Forkhead box protein O1 and [TG] protein decreased, whereas the subcellular localization of beta-catenin protein accumulated mainly in the crypts.	SIRT1	p53	93759	22059	1061	1126			0.9650434797599932	Valid	0.005331575602863505;0.9683130107267761;0.026355413670360435	ACTIVATION	22038824	22038824|9|93759|22060	False	Sirt1	10090	Trp53	10090	coTF	p53-ps_to_p53
100521	PMID:34472375:pubtator_title_and_abstract:610de8d4363d28bec8cd35a851759cdb:3:Hif-1alpha:p53:292:376	[TF] (hypoxia-inducible factor-1alpha), upregulated under hypoxia, is a known [TG] inducer.	Hif-1alpha	p53	15251	22059	292	376			0.96500808962808	Valid	0.002170287598091027;0.9968681627755405;0.0009615496263685208	ACTIVATION	34472375	34472375|3|15251|22060	False	Hif1a	10090	Trp53	10090	dbTF	p53-ps_to_p53
731412	PMID:19657808:pubtator_title_and_abstract:85939c1ef52de9a6d34526921861bf3c:6:sirtuin 1:p53:632:608	Subsequently, proteins involved in [TG] regulation, such as [TF] and STAT1, were modified.	sirtuin 1	p53	309757	24842	632	608			0.9649996514158156	Valid	0.9977736659967639;0.0011589651787464053;0.0010673688244897384	UNDEFINED	19657808	19657808|6|309757|301300	False	Sirt1	10116	Tp53	10116	coTF	p53-ps_to_p53
1118494	PMID:11850820:pubtator_title_and_abstract:0d1e6e6d429ee34de1ce8a773fbacf86:7:pRb:p53:1296:1261	Our results suggest that the transcriptional coactivators CBP and/or p300 are required for the dramatic increases in crystallin expression that accompany terminal differentiation in the lens, and also for activation of [TG] in response to inactivation of [TF] in the lens.	pRb	p53	19645	22059	1296	1261			0.9649295054488096	Valid	0.004454259606968336;0.014898724416763537;0.9806470159762681	REPRESSION	11850820	11850820|7|19645|22060	False	Rb1	10090	Trp53	10090	coTF	p53-ps_to_p53
1118454	PMID:11850820:pubtator_title_and_abstract:0d1e6e6d429ee34de1ce8a773fbacf86:7:p300:p53:1111:1261	Our results suggest that the transcriptional coactivators CBP and/or [TF] are required for the dramatic increases in crystallin expression that accompany terminal differentiation in the lens, and also for activation of [TG] in response to inactivation of pRb in the lens.	p300	p53	328572	22059	1111	1261			0.964915427722136	Valid	0.002512472118274542;0.9965622058398218;0.0009253220419036824	ACTIVATION	11850820	11850820|7|328572|22060	False	Ep300	10090	Trp53	10090	coTF	p53-ps_to_p53
179129	PMID:36672246:pubtator_title_and_abstract:8a29c498d00b5726598a3939682586cb:7:p53:p53:796:749	Irf8 deletion increased [TG] expression in tumor cells and knocking out [TF] in IRF8.KO tumor cells restored tumor cell sensitivity to intrinsic ferroptosis induction.	p53	p53	7157	22059	796	749			0.964801079469086	Valid	0.011379726023071387;0.020705335514509968;0.9679149384624186	REPRESSION	36672246	36672246|7|7157|22060	False	TP53	9606	Trp53	10090	dbTF	p53-ps_to_p53
227013	PMID:25732823:pubtator_title_and_abstract:b6fe9ade9930b007849ac6b6ae203d39:0:DBC1:p53:0:51	[TF] functions as a tumor suppressor by regulating [TG] stability.	DBC1	p53	219158	22059	0	51			0.964617289573106	Valid	0.995578335715074;0.001902217957358001;0.0025194463275680142	UNDEFINED	25732823	25732823|0|219158|22060	False	Ccar2	10090	Trp53	10090	coTF	p53-ps_to_p53
1055462	PMID:23733189:pubtator_title_and_abstract:143c3f981e84ccc20b1f1c1891e133eb:7:STAT3:p53:864:956	Inhibition of calcineurin acutely increases total levels of [TF] as well as its activated forms, resulting in decreased levels of the tumor suppressor [TG] and its proapoptotic target, Bax.	STAT3	p53	20848	22059	864	956			0.9640943922860904	Valid	0.0026825007629407453;0.008088121255037509;0.9892293779820217	REPRESSION	23733189	23733189|7|20848|22060	False	Stat3	10090	Trp53	10090	dbTF	p53-ps_to_p53
279528	PMID:24372553:pubtator_title_and_abstract:9fe121de7b75867b571bce9d67c7ac5b:10:SIRT1:p53:1488:1524	Treatment with metformin attenuated the HG-induced reduction of SIRT1 expression, modulated the [TF] downstream targets FoxO-1 and [TG]/p21, and protected endothelial cells from HG-induced premature senescence.	SIRT1	p53	93759	22059	1488	1524			0.9640319748714652	Valid	0.9951871084941394;0.0032152918067644355;0.0015975996990961752	UNDEFINED	24372553	24372553|10|93759|22060	False	Sirt1	10090	Trp53	10090	coTF	p53-ps_to_p53
98463	PMID:29057323:pubtator_title_and_abstract:ceb6cbf3988a80b2b51f09ccc02b71da:7:mouse double minute homolog 2:p53:991:1061	We further report that the carboxyl terminus of XBP1-u, which differs from that of its spliced form (XBP1-s) due to a codon shift, binds and stabilizes [TF] (MDM2) protein, a negative regulator of [TG], by inhibiting its self-ubiquitination.	mouse double minute homolog 2	p53	17246	22059	991	1061			0.9640132619577092	Valid	0.002040398691394341;0.0034947827640324685;0.9944648185445732	REPRESSION	29057323	29057323|7|17246|22060	False	Mdm2	10090	Trp53	10090	coTF	p53-ps_to_p53
1003265	PMID:30578299:pubtator_title_and_abstract:812cf540898d39c6eb2cea70de07637c:7:MDM2:p53:807:762	High glucose or IRS-1 knockdown decreased [TG] levels by enhancing MDM2 proto-oncogene ([TF])-mediated ubiquitination, resulting in decreased binding of p53 to Kruppel-like factor 4 (KLF4).	MDM2	p53	17246	22059	807	762			0.9638297145590714	Valid	0.04937438713928717;0.1685971879447682;0.7820284249159446	REPRESSION	30578299	30578299|7|17246|22060	False	Mdm2	10090	Trp53	10090	coTF	p53-ps_to_p53
272952	PMID:25109953:pubtator_title_and_abstract:b8aae31efe5adcf4844c00dbaa7b62c9:6:MDM2:p53:508:545	In particular, [TF] inhibitors were shown to induce [TG] mutations in experimental systems.	MDM2	p53	17246	22059	508	545			0.9634573236255172	Valid	0.1395422898443349;0.1385728073354029;0.7218849028202623	REPRESSION	25109953	25109953|6|17246|22060	False	Mdm2	10090	Trp53	10090	coTF	p53-ps_to_p53
524152	PMID:26373819:pubtator_title_and_abstract:6dfe0223fa2a1d727111d457eefa72f3:7:PAX2:p53:877:903	In RM cells (mOSE transformed by K-RAS and c-MYC), [TF] expression inhibited [TG] and induced pERK1/2 and COX2, resulting in enhanced angiogenesis and decreased apoptosis of tumors arising from these cells.	PAX2	p53	18504	22059	877	903			0.96337657083511	Valid	0.0018285146210186129;0.0020483963943065224;0.9961230889846749	REPRESSION	26373819	26373819|7|18504|22060	False	Pax2	10090	Trp53	10090	dbTF	p53-ps_to_p53
1089996	PMID:9551912:pubtator_title_and_abstract:4007591a1c121bb0bcbd38a7b03864b4:11:TGF-beta1:p53:1581:1640	Taken together, these results suggest that [TF] induces G1 arrest in B cells primarily through a [TG]-independent up-regulation of p27Kip1 protein.	TGF-beta1	p53	21803	22059	1581	1640			0.9633217782515086	Valid	0.28790731254195717;0.5635271273169841;0.14856556014105876	ACTIVATION	9551912	9551912|11|21803|22060	False	Tgfb1	10090	Trp53	10090	ll_coTF	p53-ps_to_p53
