Gene ID	Symbol	TaxID	GO:0003700	GO:0003712	GO:0001098	GO:0002039	GO:0008134	GO:0042393	GO:0046332	GO:0006325	GO:0140993	GO:0006355	lambert_2018.present	Lovering_2021.present	animal_tfdb_Homo_sapiens_cofactors.present	animal_tfdb_Mus_musculus_cofactors.present	animal_tfdb_Rattus_norvegicus_cofactors.present	tcof_cotf_human.present	tcof_cotf_mouse.present	TFclass_human	TFclass_mouse	TFclass_rat	TF type	human_entrez_gene	hgnc_id	human_symbol
498013	Ern1	10116															animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	2081	HGNC:3449	ERN1
2081	ERN1	9606													animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	2081	HGNC:3449	ERN1
78943	Ern1	10090														animal_tfdb_Mus_musculus_cofactors							coTF candidate	2081;10595	HGNC:3449;HGNC:16942	ERN1;ERN2
51575	ESF1	9606													animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	51575	HGNC:15898	ESF1
29328	Gpx4	10116								GO:0006325													coTF candidate	2116;2879	HGNC:3491;HGNC:4556	ETV2;GPX4
50911	Exosc9	10090					GO:0061629					GO:0045944							tcof_cotf_mouse				coTF candidate	5393	HGNC:9137	EXOSC9
5393	EXOSC9	9606					GO:0061629					GO:0045944											coTF candidate	5393	HGNC:9137	EXOSC9
2138	EYA1	9606								GO:0006325;GO:0006338;GO:0140793	GO:0140793	GO:0045893;GO:0045944			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	2138	HGNC:3519	EYA1
14049	Eya2	10090								GO:0006325;GO:0006338;GO:0140793	GO:0140793					animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				coTF candidate	2138;2139;2070	HGNC:3519;HGNC:3520;HGNC:3522	EYA1;EYA2;EYA4
14051	Eya4	10090								GO:0006325						animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				coTF candidate	2138;2139;2070	HGNC:3519;HGNC:3520;HGNC:3522	EYA1;EYA2;EYA4
14048	Eya1	10090								GO:0006325;GO:0006338;GO:0140793	GO:0140793	GO:0045893;GO:0045944				animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				coTF candidate	2138;2139;2070	HGNC:3519;HGNC:3520;HGNC:3522	EYA1;EYA2;EYA4
2139	EYA2	9606								GO:0006325;GO:0006338;GO:0140793	GO:0140793				animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	2139	HGNC:3520	EYA2
14050	Eya3	10090								GO:0006325;GO:0006338;GO:0140793	GO:0140793					animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				coTF candidate	2140	HGNC:3521	EYA3
2140	EYA3	9606								GO:0006325;GO:0006338;GO:0140793	GO:0140793				animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	2140	HGNC:3521	EYA3
2070	EYA4	9606								GO:0006325					animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	2070	HGNC:3522	EYA4
303547	Ezh1	10116															animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	2145	HGNC:3526	EZH1
312299	Ezh2	10116															animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	2146	HGNC:3527	EZH2
7430	EZR	9606										GO:0000122			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	7430	HGNC:12691	EZR
22350	Ezr	10090										GO:0000122				animal_tfdb_Mus_musculus_cofactors							coTF candidate	7430;4478;5962	HGNC:12691;HGNC:7373;HGNC:9944	EZR;MSN;RDX
54319	Ezr	10116										GO:0000122					animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	7430;84838	HGNC:12691;HGNC:23713	EZR;ZNF496
11770	Fabp4	10090										GO:0045892											coTF candidate	2167	HGNC:3559	FABP4
2167	FABP4	9606										GO:0045892						tcof_cotf_human					coTF candidate	2167	HGNC:3559	FABP4
79451	Fabp4	10116										GO:0045892											coTF candidate	2167;646480;5375;291	HGNC:3559;HGNC:3563;HGNC:9117;HGNC:10990	FABP4;FABP9;PMP2;SLC25A4
14084	Faf1	10090					GO:0051059																coTF candidate	11124	HGNC:3578	FAF1
11124	FAF1	9606					GO:0051059																coTF candidate	11124	HGNC:3578	FAF1
84792	FAM220A	9606					GO:0097677					GO:0000122											coTF candidate	84792	HGNC:22422	FAM220A
100129583	FAM47E	9606								GO:0006325;GO:0045815													coTF candidate	100129583	HGNC:34343	FAM47E
9130	FAM50A	9606								GO:0006325													coTF candidate	9130	HGNC:18786	FAM50A
108160	Fam50a	10090								GO:0006325													coTF candidate	9130;26240	HGNC:18786;HGNC:18789	FAM50A;FAM50B
26240	FAM50B	9606								GO:0006325													coTF candidate	26240	HGNC:18789	FAM50B
644815	FAM83G	9606													animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	644815	HGNC:32554	FAM83G
17826	Fam89b	10090					GO:0001222																coTF candidate	23625	HGNC:16708	FAM89B
20962	Sycp3	10090								GO:0035092													coTF candidate	171482;171483;171484;50511	HGNC:18403;HGNC:18404;HGNC:18405;HGNC:18130	FAM9A;FAM9B;FAM9C;SYCP3
211651	Fancd2	10090																	tcof_cotf_mouse				coTF candidate	2177	HGNC:3585	FANCD2
2091	FBL	9606			GO:0001094		GO:0001094			GO:0006338;GO:1990259	GO:1990259												coTF candidate	2091	HGNC:3599	FBL
2203	FBP1	9606					GO:0061629					GO:0000122			animal_tfdb_Homo_sapiens_cofactors								coTF candidate	2203	HGNC:3606	FBP1
14121	Fbp1	10090					GO:0061629					GO:0000122				animal_tfdb_Mus_musculus_cofactors							coTF candidate	2203;8789	HGNC:3606;HGNC:3607	FBP1;FBP2
24362	Fbp1	10116					GO:0061629					GO:0000122					animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	2203;8789	HGNC:3606;HGNC:3607	FBP1;FBP2
26271	FBXO5	9606																tcof_cotf_human					coTF candidate	26271	HGNC:13584	FBXO5
23291	FBXW11	9606										GO:0045893			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	23291	HGNC:13607	FBXW11
50754	Fbxw7	10090										GO:0045944				animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				coTF candidate	55294	HGNC:16712	FBXW7
100360914	Fbxw7	10116										GO:0045944					animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	55294	HGNC:16712	FBXW7
55294	FBXW7	9606													animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	55294	HGNC:16712	FBXW7
301737	Fer	10116										GO:0051092											coTF candidate	2241	HGNC:3655	FER
2241	FER	9606										GO:0051092											coTF candidate	2241	HGNC:3655	FER
14158	Fer	10090										GO:0051092							tcof_cotf_mouse				coTF candidate	2241;2242	HGNC:3655;HGNC:3657	FER;FES
218952	Fermt2	10090							GO:0046332														coTF candidate	55612;10979;83706	HGNC:15889;HGNC:15767;HGNC:23151	FERMT1;FERMT2;FERMT3
10979	FERMT2	9606							GO:0046332														coTF candidate	10979	HGNC:15767	FERMT2
14164	Fgf1	10090										GO:0045893;GO:0045944				animal_tfdb_Mus_musculus_cofactors							coTF candidate	2246	HGNC:3665	FGF1
25317	Fgf1	10116										GO:0045944					animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	2246	HGNC:3665	FGF1
2246	FGF1	9606										GO:0045944			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	2246	HGNC:3665	FGF1
14166	Fgf11	10090														animal_tfdb_Mus_musculus_cofactors							coTF candidate	2256	HGNC:3667	FGF11
14173	Fgf2	10090								GO:0006325;GO:0062072		GO:0045893;GO:0045944							tcof_cotf_mouse				coTF candidate	2247	HGNC:3676	FGF2
54250	Fgf2	10116								GO:0006325;GO:0062072		GO:0045944											coTF candidate	2247	HGNC:3676	FGF2
2247	FGF2	9606								GO:0006325;GO:0062072		GO:0045944;GO:1902895			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	2247	HGNC:3676	FGF2
2260	FGFR1	9606										GO:0000122			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	2260	HGNC:3688	FGFR1
14183	Fgfr2	10090										GO:0000122;GO:0045944				animal_tfdb_Mus_musculus_cofactors							coTF candidate	2260;2263;2261;2264	HGNC:3688;HGNC:3689;HGNC:3690;HGNC:3691	FGFR1;FGFR2;FGFR3;FGFR4
14182	Fgfr1	10090										GO:0000122;GO:0045944				animal_tfdb_Mus_musculus_cofactors							coTF candidate	2260;2263;2261;2264	HGNC:3688;HGNC:3689;HGNC:3690;HGNC:3691	FGFR1;FGFR2;FGFR3;FGFR4
79114	Fgfr1	10116										GO:0000122;GO:0045944					animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	2260;200312	HGNC:3688;HGNC:33434	FGFR1;RNF215
2263	FGFR2	9606										GO:0000122;GO:0045944			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	2263	HGNC:3689	FGFR2
25022	Fgfr2	10116															animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	2263;3674	HGNC:3689;HGNC:6138	FGFR2;ITGA2B
2272	FHIT	9606													animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	2272	HGNC:3701	FHIT
29109	FHOD1	9606										GO:0045944			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	29109	HGNC:17905	FHOD1
2280	FKBP1A	9606							GO:0070411														coTF candidate	2280	HGNC:3711	FKBP1A
25639	Fkbp1a	10116							GO:0070411														coTF candidate	2280;2281;642489	HGNC:3711;HGNC:3712;HGNC:21376	FKBP1A;FKBP1B;FKBP1C
14228	Fkbp4	10090					GO:0035259																coTF candidate	2288	HGNC:3720	FKBP4
260321	Fkbp4	10116					GO:0035259																coTF candidate	2288	HGNC:3720	FKBP4
2288	FKBP4	9606					GO:0035259																coTF candidate	2288	HGNC:3720	FKBP4
14248	Flii	10090														animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				coTF candidate	2314	HGNC:3750	FLII
2314	FLII	9606													animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	2314	HGNC:3750	FLII
293860	Flna	10116															animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	2316	HGNC:3754	FLNA
2316	FLNA	9606					GO:0140297		GO:0046332			GO:0016479;GO:0043433			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	2316	HGNC:3754	FLNA
192176	Flna	10090					GO:0140297					GO:0016479;GO:0043433				animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				coTF candidate	2316;2317;2318	HGNC:3754;HGNC:3755;HGNC:3756	FLNA;FLNB;FLNC
2322	FLT3	9606					GO:0035259																coTF candidate	2322	HGNC:3765	FLT3
14265	Fmr1	10090								GO:0006325;GO:0140006													coTF candidate	2332	HGNC:3775	FMR1
2332	FMR1	9606								GO:0006325;GO:0140006													coTF candidate	2332	HGNC:3775	FMR1
24948	Fmr1	10116								GO:0006325;GO:0140006													coTF candidate	2332;5698	HGNC:3775;HGNC:9546	FMR1;PSMB9
295531	Tnni3k	10116					GO:0061629					GO:0006357											coTF candidate	8790;100526835;51086	HGNC:3825;HGNC:42952;HGNC:19661	FPGT;FPGT-TNNI3K;TNNI3K
14302	Frk	10090										GO:0000122				animal_tfdb_Mus_musculus_cofactors							coTF candidate	2444	HGNC:3955	FRK
2444	FRK	9606										GO:0000122			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	2444	HGNC:3955	FRK
79209	Frk	10116										GO:0000122					animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	2444;57380	HGNC:3955;HGNC:13785	FRK;MRS2
25449	Fshr	10116								GO:0035092													coTF candidate	2492	HGNC:3969	FSHR
14309	Fshr	10090								GO:0035092													coTF candidate	2492;3973;7253	HGNC:3969;HGNC:6585;HGNC:12373	FSHR;LHCGR;TSHR
317385	Fus	10116															animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	2521	HGNC:4010	FUS
360552	Pelp1	10116										GO:0045944					animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	84248;27043	HGNC:25407;HGNC:30134	FYTTD1;PELP1
689161	Gabarapl1	10116					GO:0030957																coTF candidate	11337;23710;23766	HGNC:4067;HGNC:4068;HGNC:4069	GABARAP;GABARAPL1;GABARAPL3
23710	GABARAPL1	9606					GO:0030957																coTF candidate	23710	HGNC:4068	GABARAPL1
50658	Mapk9	10116										GO:0045893											coTF candidate	2520;5601	HGNC:4164;HGNC:6886	GAST;MAPK9
79223	Gk	10116						GO:0042393															coTF candidate	2710;2712;2713	HGNC:4289;HGNC:4291;HGNC:4292	GK;GK2;GK3
11146	GLMN	9606								GO:0040029													coTF candidate	11146	HGNC:14373	GLMN
56700	Glmp	10090										GO:0045944											coTF candidate	112770	HGNC:29436	GLMP
74022	Glyr1	10090						GO:0042393		GO:0140673													coTF candidate	84656	HGNC:24434	GLYR1
291137	Gmnn	10116															animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	51053	HGNC:17493	GMNN
14683	Gnas	10090								GO:0071514		GO:0006357							tcof_cotf_mouse				coTF candidate	2778	HGNC:4392	GNAS
24896	Gnas	10116								GO:0071514		GO:0006357											coTF candidate	2778	HGNC:4392	GNAS
30877	Gnl3	10090										GO:1902895				animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				coTF candidate	26354	HGNC:29931	GNL3
290556	Gnl3	10116										GO:1902895					animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	26354	HGNC:29931	GNL3
26354	GNL3	9606										GO:1902895			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	26354	HGNC:29931	GNL3
14775	Gpx1	10090								GO:0040029													coTF candidate	2876	HGNC:4553	GPX1
24404	Gpx1	10116								GO:0040029													coTF candidate	2876	HGNC:4553	GPX1
2876	GPX1	9606								GO:0040029													coTF candidate	2876	HGNC:4553	GPX1
625249	Gpx4	10090								GO:0006325													coTF candidate	2879	HGNC:4556	GPX4
2879	GPX4	9606								GO:0006325													coTF candidate	2879	HGNC:4556	GPX4
76238	Grhpr	10090														animal_tfdb_Mus_musculus_cofactors							coTF candidate	9380	HGNC:4570	GRHPR
9380	GRHPR	9606													animal_tfdb_Homo_sapiens_cofactors								coTF candidate	9380	HGNC:4570	GRHPR
23426	GRIP1	9606													animal_tfdb_Homo_sapiens_cofactors								coTF candidate	23426	HGNC:18708	GRIP1
74053	Grip1	10090														animal_tfdb_Mus_musculus_cofactors							coTF candidate	23426;80852	HGNC:18708;HGNC:23841	GRIP1;GRIP2
24414	Grm1	10116					GO:0030331																coTF candidate	2911	HGNC:4593	GRM1
101612	Grwd1	10090						GO:0042393		GO:0006334;GO:0006337													coTF candidate	83743	HGNC:21270	GRWD1
83743	GRWD1	9606						GO:0042393		GO:0006334;GO:0006337													coTF candidate	83743	HGNC:21270	GRWD1
50686	Gsk3a	10116								GO:0141068		GO:0045944											coTF candidate	2931	HGNC:4616	GSK3A
2931	GSK3A	9606								GO:0141068		GO:0045944											coTF candidate	2931	HGNC:4616	GSK3A
606496	Gsk3a	10090								GO:0141068		GO:0045944											coTF candidate	2931;2932	HGNC:4616;HGNC:4617	GSK3A;GSK3B
56637	Gsk3b	10090				GO:0002039				GO:0141068		GO:0045944				animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				coTF candidate	2931;2932	HGNC:4616;HGNC:4617	GSK3A;GSK3B
84027	Gsk3b	10116				GO:0002039	GO:0051059;GO:0061629			GO:0141068		GO:0045944					animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	2932	HGNC:4617	GSK3B
2932	GSK3B	9606				GO:0002039	GO:0051059;GO:0061629								animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	2932	HGNC:4617	GSK3B
71828	Gtf2a1l	10090														animal_tfdb_Mus_musculus_cofactors							coTF candidate	2957;11036;286749	HGNC:4646;HGNC:30727;HGNC:30651	GTF2A1;GTF2A1L;STON1-GTF2A1L
229906	Gtf2b	10090			GO:0000993		GO:0017025;GO:0046966;GO:0140297			GO:0004402;GO:0006338	GO:0004402					animal_tfdb_Mus_musculus_cofactors							coTF candidate	2959	HGNC:4648	GTF2B
2965	GTF2H1	9606					GO:0046966					GO:0045893			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	2965	HGNC:4655	GTF2H1
404672	GTF2H5	9606													animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	404672	HGNC:21157	GTF2H5
3005	H1-0	9606								GO:0006334;GO:0031507													coTF candidate	3005	HGNC:4714	H1-0
3024	H1-1	9606								GO:0006334													coTF candidate	3024	HGNC:4715	H1-1
8971	H1-10	9606								GO:0006334													coTF candidate	8971	HGNC:4722	H1-10
50708	H1f2	10090														animal_tfdb_Mus_musculus_cofactors							coTF candidate	3024;3006;3007;3008;3009	HGNC:4715;HGNC:4716;HGNC:4717;HGNC:4718;HGNC:4719	H1-1;H1-2;H1-3;H1-4;H1-5
3006	H1-2	9606								GO:0006325;GO:0006334;GO:0061628;GO:0140718		GO:0000122;GO:0006357			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	3006	HGNC:4716	H1-2
3007	H1-3	9606								GO:0006325;GO:0006334		GO:0000122;GO:0006357			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	3007	HGNC:4717	H1-3
3008	H1-4	9606								GO:0006325;GO:0006334		GO:0000122;GO:0006357			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	3008	HGNC:4718	H1-4
3009	H1-5	9606								GO:0006325;GO:0006334		GO:0000122			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	3009	HGNC:4719	H1-5
3010	H1-6	9606								GO:0006334													coTF candidate	3010	HGNC:4720	H1-6
341567	H1-7	9606								GO:0035092													coTF candidate	341567	HGNC:24893	H1-7
132243	H1-8	9606								GO:0006334;GO:0040029													coTF candidate	132243	HGNC:18463	H1-8
373861	H1-9P	9606						GO:0042393		GO:0006325;GO:0006334;GO:0006338;GO:0031507		GO:0006355											coTF candidate	373861	HGNC:30616	H1-9P
221613	H2AC1	9606								GO:0006325;GO:0031507													coTF candidate	221613	HGNC:18729	H2AC1
8337	H2AC18	9606								GO:0031507													coTF candidate	8337	HGNC:4736	H2AC18
15270	H2ax	10090						GO:0042393		GO:0031507;GO:0140463													coTF candidate	221613;8969;85235;8329;8331;8330;8332;8336;8338;317772;92815;8335;8334;3013;3012;55766;3014	HGNC:18729;HGNC:4737;HGNC:13671;HGNC:4725;HGNC:4727;HGNC:4726;HGNC:4730;HGNC:4735;HGNC:4738;HGNC:20508;HGNC:20507;HGNC:4734;HGNC:4733;HGNC:4729;HGNC:4724;HGNC:14456;HGNC:4739	H2AC1;H2AC11;H2AC12;H2AC13;H2AC14;H2AC15;H2AC16;H2AC17;H2AC20;H2AC21;H2AC25;H2AC4;H2AC6;H2AC7;H2AC8;H2AJ;H2AX
319176	H2ac20	10090								GO:0031507													coTF candidate	221613;8969;85235;8329;8331;8330;8332;8336;8338;317772;92815;8335;8334;3013;3012;55766;3014	HGNC:18729;HGNC:4737;HGNC:13671;HGNC:4725;HGNC:4727;HGNC:4726;HGNC:4730;HGNC:4735;HGNC:4738;HGNC:20508;HGNC:20507;HGNC:4734;HGNC:4733;HGNC:4729;HGNC:4724;HGNC:14456;HGNC:4739	H2AC1;H2AC11;H2AC12;H2AC13;H2AC14;H2AC15;H2AC16;H2AC17;H2AC20;H2AC21;H2AC25;H2AC4;H2AC6;H2AC7;H2AC8;H2AJ;H2AX
232440	H2aj	10090								GO:0031507													coTF candidate	221613;8969;85235;8329;8331;8330;8332;8336;8338;317772;92815;8335;8334;3013;3012;55766;3014	HGNC:18729;HGNC:4737;HGNC:13671;HGNC:4725;HGNC:4727;HGNC:4726;HGNC:4730;HGNC:4735;HGNC:4738;HGNC:20508;HGNC:20507;HGNC:4734;HGNC:4733;HGNC:4729;HGNC:4724;HGNC:14456;HGNC:4739	H2AC1;H2AC11;H2AC12;H2AC13;H2AC14;H2AC15;H2AC16;H2AC17;H2AC20;H2AC21;H2AC25;H2AC4;H2AC6;H2AC7;H2AC8;H2AJ;H2AX
64646	H2ac25	10116								GO:0006337;GO:0031507													coTF candidate	221613;92815;8334	HGNC:18729;HGNC:20507;HGNC:4733	H2AC1;H2AC25;H2AC6
8338	H2AC20	9606								GO:0031507													coTF candidate	8338	HGNC:4738	H2AC20
92815	H2AC25	9606								GO:0006337;GO:0031507													coTF candidate	92815	HGNC:20507	H2AC25
8335	H2AC4	9606								GO:0006325;GO:0031507													coTF candidate	8335	HGNC:4734	H2AC4
55766	H2AJ	9606								GO:0031507													coTF candidate	55766	HGNC:14456	H2AJ
3014	H2AX	9606						GO:0042393		GO:0006334;GO:0031507;GO:0140463													coTF candidate	3014	HGNC:4739	H2AX
3015	H2AZ1	9606								GO:0006325;GO:0031507		GO:0045944			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	3015	HGNC:4741	H2AZ1
51788	H2az1	10090								GO:0006325;GO:0031507		GO:0045944				animal_tfdb_Mus_musculus_cofactors							coTF candidate	3015;94239	HGNC:4741;HGNC:20664	H2AZ1;H2AZ2
58940	H2az1	10116								GO:0031507		GO:0045944					animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	3015;94239	HGNC:4741;HGNC:20664	H2AZ1;H2AZ2
94239	H2AZ2	9606								GO:0006325;GO:0031507													coTF candidate	94239	HGNC:20664	H2AZ2
24829	H2bc1	10116						GO:0042393		GO:0006325;GO:0006334;GO:0006337;GO:0035092													coTF candidate	255626	HGNC:18730	H2BC1
362093	Wdr5	10116						GO:0042393		GO:0006325;GO:0042800;GO:0045815;GO:0140004;GO:0140109	GO:0042800	GO:0000122;GO:0006355;GO:0006357					animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	8346;85236;8340;8348;440689;8349;8347;3017;8344;8343;8339;8345;11091;54554	HGNC:4756;HGNC:13954;HGNC:4748;HGNC:4758;HGNC:24700;HGNC:4760;HGNC:4757;HGNC:4747;HGNC:4753;HGNC:4752;HGNC:4746;HGNC:4755;HGNC:12757;HGNC:17826	H2BC10;H2BC12;H2BC13;H2BC17;H2BC18;H2BC21;H2BC4;H2BC5;H2BC6;H2BC7;H2BC8;H2BC9;WDR5;WDR5B
8341	H2BC15	9606								GO:0006334													coTF candidate	8341	HGNC:4749	H2BC15
8349	H2BC21	9606								GO:0006334													coTF candidate	8349	HGNC:4760	H2BC21
3020	H3-3A	9606								GO:0006334;GO:0031508;GO:0031509								tcof_cotf_human					coTF candidate	3020	HGNC:4764	H3-3A
15078	H3f3a	10090																	tcof_cotf_mouse				coTF candidate	3020;3021;440093	HGNC:4764;HGNC:4765;HGNC:33164	H3-3A;H3-3B;H3-5
8290	H3-4	9606								GO:0006325;GO:0006334;GO:0006335													coTF candidate	8290	HGNC:4778	H3-4
8350	H3C1	9606								GO:0006325;GO:0006334;GO:0040029													coTF candidate	8350	HGNC:4766	H3C1
360198	H3c1	10090								GO:0006325													coTF candidate	8350;8357;8354;8356;653604;126961;333932;8358;8352;8351;8353;8968;8355	HGNC:4766;HGNC:4775;HGNC:4771;HGNC:4774;HGNC:25311;HGNC:20503;HGNC:20505;HGNC:4776;HGNC:4768;HGNC:4767;HGNC:4769;HGNC:4773;HGNC:4772	H3C1;H3C10;H3C11;H3C12;H3C13;H3C14;H3C15;H3C2;H3C3;H3C4;H3C6;H3C7;H3C8
29216	Lrp2	10116					GO:0016922																coTF candidate	8359;8363;8362;8368;8370;554313;121504;8366;8364;8360;8367;8361;8365;8294;4036	HGNC:4781;HGNC:4785;HGNC:4784;HGNC:4791;HGNC:4794;HGNC:29607;HGNC:20510;HGNC:4789;HGNC:4787;HGNC:4782;HGNC:4790;HGNC:4783;HGNC:4788;HGNC:4793;HGNC:6694	H4C1;H4C11;H4C12;H4C13;H4C14;H4C15;H4C16;H4C2;H4C3;H4C4;H4C5;H4C6;H4C8;H4C9;LRP2
56541	Habp4	10090														animal_tfdb_Mus_musculus_cofactors							coTF candidate	22927	HGNC:17062	HABP4
22927	HABP4	9606													animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	22927	HGNC:17062	HABP4
14841	Haspin	10090								GO:0006325;GO:0006338;GO:0035173;GO:0072354	GO:0035173;GO:0072354												coTF candidate	83903	HGNC:19682	HASPIN
83903	HASPIN	9606								GO:0006325;GO:0006338;GO:0035173;GO:0072354	GO:0035173;GO:0072354												coTF candidate	83903	HGNC:19682	HASPIN
107435	Hat1	10090						GO:0042393		GO:0004402;GO:0006325;GO:0010485;GO:0031509;GO:0043997	GO:0004402;GO:0010485;GO:0043997					animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				coTF candidate	8520	HGNC:4821	HAT1
8520	HAT1	9606						GO:0042393		GO:0004402;GO:0006325;GO:0006334;GO:0010485;GO:0031509;GO:0043997	GO:0004402;GO:0010485;GO:0043997				animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	8520	HGNC:4821	HAT1
23897	Hax1	10090										GO:0045944							tcof_cotf_mouse				coTF candidate	10456	HGNC:16915	HAX1
291202	Hax1	10116										GO:0045944											coTF candidate	10456	HGNC:16915	HAX1
10456	HAX1	9606										GO:0045944						tcof_cotf_human					coTF candidate	10456	HGNC:16915	HAX1
3055	HCK	9606										GO:0051090			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	3055	HGNC:4840	HCK
25734	Hck	10116															animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	3055;134429	HGNC:4840;HGNC:18058	HCK;STARD4
15163	Hcls1	10090					GO:0061629					GO:0000122;GO:0045944				animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				coTF candidate	3059	HGNC:4844	HCLS1
3059	HCLS1	9606					GO:0061629					GO:0000122;GO:0006355;GO:0045944			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	3059	HGNC:4844	HCLS1
170787	Hdac10	10090								GO:0004407	GO:0004407	GO:0000122;GO:0006355;GO:0045892				animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				coTF candidate	83933	HGNC:18128	HDAC10
362981	Hdac10	10116								GO:0004407	GO:0004407	GO:0000122;GO:0006355;GO:0045892					animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	83933	HGNC:18128	HDAC10
83933	HDAC10	9606								GO:0004407;GO:0006325	GO:0004407	GO:0000122;GO:0006355;GO:0045892			animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	83933	HGNC:18128	HDAC10
232232	Hdac11	10090					GO:0140297			GO:0004407;GO:0006325;GO:0040029;GO:0141221	GO:0004407;GO:0141221					animal_tfdb_Mus_musculus_cofactors			tcof_cotf_mouse				coTF candidate	79885	HGNC:19086	HDAC11
79885	HDAC11	9606					GO:0140297			GO:0004407;GO:0006325;GO:0040029;GO:0141221	GO:0004407;GO:0141221				animal_tfdb_Homo_sapiens_cofactors			tcof_cotf_human					coTF candidate	79885	HGNC:19086	HDAC11
297453	Hdac11	10116															animal_tfdb_Rattus_norvegicus_cofactors						coTF candidate	79885;6477	HGNC:19086;HGNC:10857	HDAC11;SIAH1
